customer_message,historical_response,predicted_intent,confidence,human_label
@115850 have cheated &amp; delivered a duplicate product of @7166 which is different from the original product as displayed. https://t.co/MnarBn5yN0,@129577 Sorry about this experience. Please report this to our team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK,delivery_issue,0.65,refund_request
"@115850 I hav an idea that will encourage sellers to sell globally. how about Introducing a new feature in the ""amazon pay"" so sellers can load funds for the subscriptn fees as many sellers still hesitate for Intl Credit Card due to several reasons this might surely help them","@131406 Thanks for sharing your idea, Deepak. I've noted your comments and will forward this feedback internally. ^SC",payment_issue,0.65,order_issue
@AmazonHelp Is there an email I can write to later?,@132127 Certainly you can email through our contact us pages here: https://t.co/JzP7hlA23B. ^MI,delivery_issue,0.65,payment_issue
How @115821 packages china https://t.co/fO9vbus18E,@115848 We're always looking for ways to improve and we'd like to hear your feedback on this packaging: https://t.co/vjMFYkFFd1 ^KN,delivery_issue,0.65,account_issue
@AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust,@119701 details here: https://t.co/GIJyeYqKE0 and I'll get back to you. (3/3) ^KA,refund_request,0.65,subscription_issue
"This is what i received, broken car steering mobile holder from @115821 @AmazonHelp @115850 Order id : 402-4901639-7214711. This was unexpected from such a big brand https://t.co/ZQZ3KYMvZi","@132428 Sorry to know you've received a faulty product, Prem. You can create a return request here: https://t.co/3yqvLnyTxi. Also, please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",order_issue,0.65,product_issue
"@116316 Die Antwort an der Hotline, dass das System das eigenständig, ohne GEOProfiling gemacht hat, ist sehr unglaubwürdig",@122092 Wurde deine Zahlungsart bei einer Bestellung abgelehnt? Gruß ^AN,general_support,0.4,return_issue
"@AmazonHelp eu vou na portaria antes para saber se chegou ou não, aí qualquer coisa eu mando um e-mail","@133012 Ta bom, nós avisa! ^DA",general_support,0.4,price_question
"@AmazonHelp I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business",@118505 Sorry for the trouble you've had. Kindly reply to the email you've received from our team &amp; we'll look into this further.^MM,general_support,0.4,general_support
merry Christmas to the bitch who stole my bank information and cashed out on amazon ❗️bitch you going to JAIL ❗️❗️❗️,"@123342 Hi, have you had an issue with your Amazon account? Have you been in touch with us? ^TS",general_support,0.4,delivery_issue
@AmazonHelp It doesn't say. It shows it hasn't shipped yet.,@118925 Did we ask you to wait a certain date before we could offer alternative options? ^EZ,general_support,0.4,refund_request
@115850 @115850 is one of the best app in the world,"@116921 Appreciate your kind words, Dhiraj. Enjoy your weekend. :) ^MK",general_support,0.4,payment_issue
@AmazonHelp J’ai rempli le formulaire,@133901 Je reviendrai vers vous après avoir étudié votre dossier. ^ARC,general_support,0.4,account_issue
@AmazonHelp Ive tried. I thought it fixed it but then the music stops playing again. What’s weird is that Spotify is still continuing as if sound was on,@130242 Have you tried to uninstall/reinstall your application? You can also try the steps listed here: https://t.co/0r0U3xgsEE ^DD,general_support,0.4,subscription_issue
@116875 Paypal,"@134344 Hola Enrique, puedes verificar los métodos de pago que aceptamos actualmente en el siguiente enlace: https://t.co/N9VeAusgZ8 ^KA",general_support,0.4,product_issue
@AmazonHelp Yes and if I would have known it wouldn’t be here today I wouldn’t have ordered,@129590 We'd like to help! What's the current tracking and carrier shown here: https://t.co/Y5jpI9gRhE? ^AG,order_issue,0.75,return_issue
@AmazonHelp Perhaps you can get me the callback I've been asking for for the last 2 months from a Vendor Management Team Member? Happy to DM phone# 1/2,@122602 We wouldn't have access to any account info from here. What was advised when you reached out for support? ^NV,general_support,0.4,price_question
@AmazonHelp Isn't applying for pick up in your app not good enough @115850,@123971 I'm sorry about that. Could you please confirm if you have submitted your details using the link mentioned earlier? ^GD,general_support,0.4,general_support
"@AmazonHelp Its out for delivery but not yet done, but by 5 your delivery services will be closed. No intimation yet. Plz prioritise and inform the field executive",@131794 Please call us here: https://t.co/vlvfJr4nN9 and we'll assist you regarding the order delivery. ^SF,delivery_issue,0.65,delivery_issue
@AmazonHelp I attached the snapshot of that,@120691 I just checked and we've received your details. Please allow us some time and we'll reach out to you. ^KA,general_support,0.4,refund_request
@AmazonHelp What a shame...the issue is not yet resolved..no track info from courier after 28th..Ruined someone's birthday gift..,"@133928 Apologies for the bad experience. Could you let us know if you've received a correspondence from us? If yes, you may reply to the correspondence sent by us for further help. Appreciate your patience and understanding. ^AK",general_support,0.4,order_issue
@115821 how come the order I made today using amazon prime guarantee next day delivery says guaranteed delivery Nov 6? https://t.co/NZPhnTDEEW,"@123816 Hi, sorry to see that. When is the order due to be dispatched: https://t.co/PyACxvY8Qo? ^JJ",delivery_issue,0.65,payment_issue
"Thanks to Amazon's new, experimental, delivery-gig system, we just had yet another package chucked into our yard, left out in the open next to a city sidewalk. A city sidewalk, you dolts!!! Driver sped away. @115821 Prime members since 1995.","@125703 I'm sorry to hear your package was handled so poorly! We'd like to escalate this to our transportation department for you. With as much detail as you can, please provide your order information for us here: https://t.co/Z6okMgrlHS ^BV",delivery_issue,0.75,account_issue
@AmazonHelp I m filling this form,@133993 Kindly confirm after you've filled the form. ^NR,general_support,0.4,subscription_issue
I really got scammed on @115821,@125385 I'm sorry for the mix-up! We have a return process that will provide your available options here: https://t.co/DDuMWyf8ro ^AD,general_support,0.4,product_issue
"@AmazonHelp No, I still need to take time out of my busy day later to call or chat about it what to do next.",@131057 I'm sorry for the inconvenience this has caused. Please keep us posted on what you are advised when you reach out to us directly. ^KI,delivery_issue,0.65,return_issue
@AmazonHelp Yes I have contacted Amazon and this problem is going to cost me a lot of money and as of right now there is solution.,"@121467 When you contacted us previously, what options or insights were provided to you? ^CH",price_question,0.65,price_question
"@AmazonHelp #AmazonIndia few more lies from #aramex . Incorrect address, time restricted, office,.. Is home not an office address. Stop lying https://t.co/dHO3eweRco",@123814 Kindly check the correspondence sent to your registered email and reply to it. We'll help you further. ^ZH,general_support,0.4,general_support
@AmazonHelp How would they know why you are directing people to The Works?,@120918 The latest information we have regarding an item's availability will be reflected on our website. ^BM,general_support,0.4,delivery_issue
@AmazonHelp Hello Amazon. My creditcard issuer was so kind to provide me with an authorization code as you did made a reservation on my creditcard account the minute I placed the order. That code should help you to verify that the card belongs to me and my address - where can I send it to?,@135293 Any information provided regarding the account will need to be sent as a direct response to the email that you received from our Account Specialists. They'll then be able to direct you further. ^GS,order_issue,0.65,refund_request
@AmazonHelp How shameful u guyzz are when product is replaced it come on friday and if i purchase a new it comes tom #complain #amazoneisfraud https://t.co/smxpZ6oidm,@119701 We have sent a correspondence to your registered email ID. Please check and reply.^AH,order_issue,0.65,order_issue
@AmazonHelp Grazie Mille,@122229 Grazie a te! A presto! 🙂 ^VE,general_support,0.4,payment_issue
"@AmazonHelp 2/2 carrier who delivered my previous item which i never received, to a random address. Will be disappointed if this happens again tomorrow",@126974 I'm sorry your order was delivered to the wrong address! We'd like to make sure you get the new order so keep us posted! ^DD,delivery_issue,0.65,account_issue
"@115850 this is what I received in box, an offer, for giving good review to product purchased. Good way to fool customers who trust reviews on your site. @115851 @115821 https://t.co/R8HeKGeMWV","@133027 Sorry for the disappointment. Believe me, this isn't what we intended. Please report the issue to our support team using this link here: https://t.co/00q4Sqj9zL and we'll have this checked. ^KA",order_issue,0.65,subscription_issue
@AmazonHelp Kindly note i will not received or accept my last order. I have choosen COD but due bad service of Prime i will not accept,@119791 provide your details here: https://t.co/beaaDm0muc &amp; we'll get this sorted.(2/2)^SF,order_issue,0.65,product_issue
@115850 @AmazonHelp Does you app have a feedback option “product not delivered” ?,@120037 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,delivery_issue,0.65,return_issue
@AmazonHelp It states Amazon Shipping,@133020 Sorry to hear your order is delayed. Please let us know if you have not received your order by 5 Dec and we will look into this for you.^ES,delivery_issue,0.65,price_question
"Echt jetzt, @116316 ? https://t.co/oh9izlNE8G","@121658 Oje, ich hoffe, die Ansicht ist nur nicht aktuell. Lass das doch bitte gleich mal prüfen: https://t.co/va1VRoK7GS Gruß ^DW",general_support,0.4,delivery_issue
@115850 @AmazonHelp @115821 I am Prime Member &amp; Paid an Order Using Pay Balance but got this as Refund for a Cancelled Order What's This https://t.co/vuy3mKbAX3,@122364 Sorry for the trouble with the refund. We'd like to help. Kindly get in touch with us here: https://t.co/rS49hgaADF ^AK,refund_request,0.65,refund_request
@AmazonHelp なるほど。確認したところ、予約した商品の在庫が無かったから、なかなかメールが来なかったんですね…。 ご丁寧にありがとうございました。,@120776 恐れ入ります。Amazonから発送される商品のご注文の場合は、お届け予定日を目安にお待ちいただければと存じます。どうぞよろしくお願いいたします。 SM,general_support,0.4,order_issue
@115821 what do you mean my package can't be delivered. I've had packages dropped off at the address before,@128880 I'm sorry for the trouble! What does the tracking say who the carrier is? https://t.co/Y5jpI9gRhE ^MH,delivery_issue,0.75,payment_issue
"@AmazonHelp Got it just now about 4 hours after it was supposedly delivered. As I said, unpredictable and non-trustworthy delivery process",@119628 Thanks for keeping us posted. I'll be sure to share your comments on this as feedback with the team internally. ^AB,delivery_issue,0.75,account_issue
@AmazonHelp Solicitud (foto del estado de cuenta),@116926 Puedes también comunicarte a través del siguiente enlace de contacto para que se revise tu caso: https://t.co/hWMtJrYuBU ^PC,general_support,0.4,subscription_issue
【手を差し伸べてくれませんか？】 Amazonプライムに加入していてスマホでは視聴できるんですが、Fire TV Stickを介してテレビで視聴ができません。 これはテレビでsign inとかしないといけないとかですかね？ 詳しい方、教えて頂けると幸いです。,@131065 失礼いたします、Amazon公式アカウントです。Fire TV Stickのセットアップはすでに完了されている状況でしょうか。よろしければこちらの動画をご覧いただき、Wi-Fi接続、端末登録をお試しください。 https://t.co/53GTzFHV9d EK,account_issue,0.65,product_issue
Amazonプライムめっちゃ凄いやないか、いつでもどこでもガンダムSEED見れるやないか、なんで今まで気づかなかったのか… https://t.co/l8ENe25Eua,@125698 |ω・) 気付いていただけて良かったです！！！ 是非！いつでもどこでも見ちゃってください( *• ̀ω•́ )b TY,general_support,0.4,return_issue
@AmazonHelp I have reported the same..Hoping for a genuine product in perfect condition to be delivered now.,"@120325 In that case, please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this for you. ^AM",delivery_issue,0.65,price_question
"@115821 @AmazonHelp Sir, i got a mail by ur team again that they cant process my refund. I request you to check the vedio again and reconcern the issue. Its your delivery teams fault of missing the item. Please dont make me to share this empty box vedio all over other sites and higher authorities.",@130666 Resolution provided in the mail is the best we could offer at this point in time. Appreciate your understanding. ^VH,delivery_issue,0.65,refund_request
Was soll der Scheiß?! @AmazonHelp @124285 https://t.co/deeGJ29EOq,"@135249 Hey Jochen, sowas sollte natürlich nicht passieren. Hoffentlich ist nichts kaputtgegangen. Gerne nehmen wir dein Feedback zur Verpackung an. Melde dich doch hier: https://t.co/ohSqXa1X5J",general_support,0.4,order_issue
@115830 having problems getting a parcel delivered as it’s to a business address. They keep coming at 5:30 which is too late.,@121050 Has this happened for other orders aswell? ^KM,delivery_issue,0.8500000000000001,payment_issue
"@AmazonHelp Segnalo la narrativa più soddisfacente degli ultimi mesi: ""Via dalla pazza folla"" di T.Hardy, “La casa del buio” di S.King &amp; P.Straub, “Ya. La battaglia di Campocarne” di R.Recchioni, “Pianoforte vendesi” di A.Vitali.","@134802 La storia di Jack Sawyer l'ho già letta, riletta, riletta ancora e amata tanto! Farò sicuramente tesoro degli altri tuoi consigli, grazie! 📚 ^EA",general_support,0.4,order_issue
"@AmazonHelp one order was suppose to be delivered by 30th october , still no tracking available for the same as on 1/11/17",@123028 team here: https://t.co/vlvfJr4nN9 and we'll sort this for you at the earliest. 2/2 ^KH,delivery_issue,0.75,payment_issue
"@AmazonHelp Ok, One more time i give my info here #UNINSTALLAMAZON","@133250 You will find the email trail we had exchanged regarding the issue, please revert to the last email and we'll take the issue forward. Thank you for understanding. ^SI",general_support,0.4,order_issue
@AmazonHelp Within the last few minutes it has now changed to within the next 3 days. Pretty disappointing. Obviously someo5knew it wouldn't be on time well before the deadline. Should have notified me then. Could have made other plans/arrangements.,@130274 I'm sorry for the disappointment. Please keep us updated on the delivery. ^RR,general_support,0.4,payment_issue
@AmazonHelp Can you please update the status? When i will be getting my money back?,"@132457 Usually, the refund is initiated as soon as the product reaches the warehouse. This might take 5 to 10 days. You'll be notified once the refund is processed. Kindly wait till then. ^AU",refund_request,0.65,order_issue
@115850 what’s the use of amazon prime membership if the product reaches me after 2 days of placing the order .. al false promises,@120086 delivered after the estimated delivery date mentioned in the order confirmation email? 2/2 ^SH,subscription_issue,0.75,delivery_issue
@AmazonHelp Desde el 11-9. He cumplido TODO lo que me pedísteis. El hartazgo es total. Mirad mi historial desde ese día.,"@127183 Juan, por este medio no contamos con acceso a tu cuenta. ¿Podrías comentarnos más sobre lo que ha ocurrido? ^DA",general_support,0.4,refund_request
@115850 Amazon Delivery Boy denied my Delivery and Cancelled my Order without calling me. have previously ordered using same Address.. Worst Service,@122607 We'd like to have a look into this. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will assist further. ^AB,order_issue,0.75,order_issue
"@AmazonHelp I would *love* that. I inquired about this a few months ago on your chat support and was told it was an impossible request. I will be in touch tomorrow to arrange it, thank you.","@131057 You're welcome, Mark. Please let us know if we may be of further assistance. ^KL",general_support,0.4,delivery_issue
"@AmazonHelp What happened? No solution, customer support not helping, email support not replying. Where shud I complain?",@123350 us the details using the link provided by 'SU' &amp; I will look into the issue right away. (2/2)^SF,general_support,0.4,refund_request
I have $33 in my debit card broke as fuck cuz @115821 hasn’t deposited my money...,@128884 Sorry for the delay! Are you waiting for a refund to fully process? ^JZ,payment_issue,0.65,order_issue
"@115821 your android app has been non responsive for weeks now. Can't search, only displays a puppy. 🤔",@121180 Have you tried reinstalling it or trying it on another device? ^KM,general_support,0.4,delivery_issue
So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime,@116830 Oh no! Did we miss the expected delivery date from your confirmation e-mail here: https://t.co/OmqrPtDrzj Please let us know. ^KL,subscription_issue,0.65,refund_request
@AmazonHelp @115850 @115851 @115850 @115851 @127187 there is no resolution and update from last 30days. Refurbished device. Dead now. No warranty claim.,@127186 We've emailed a correspondence to you. Kindly check it here: https://t.co/8DAc10S7ww and reply to it for further assistance.^SF,product_issue,0.65,order_issue
".@116875 me prometió que mi paquete llegaba en 13 horas garantizado. Lo compré a las 10 PM de ayer, y no ha llegado. Me siento traicionado. Y luego me dicen esto: https://t.co/PLhtSMJk0I","@125684 ¡Hola Edgar! Sentimos los inconvenientes con tu pedido. Sin compartir información personal ni confidencial, ¿Podrías indicarnos si has recibido alguna otra notificación por parte del transportista o si les has contactado? ^PC",general_support,0.4,delivery_issue
@AmazonHelp When will i be getting a refund of this product #help #pleasebesensable https://t.co/gGgeU6tmhP,@119701 Our team has sent you a correspondence. Kindly check it here: https://t.co/8DAc10S7ww ^AP,refund_request,0.65,refund_request
@AmazonHelp The problem is not the service itself the problem is that you don't communicate this is gonna happen! 😡 I lost 4 months of membership.,@129964 (1/2) Other Amazon sites offer separate memberships to Amazon Prime for benefits at that particular site.,subscription_issue,0.65,order_issue
@AmazonHelp Yup and this is the third time,@121471 I'm sorry to hear this! Does this tend to happen with a certain carrier? Keep us updated! ^AB,general_support,0.4,delivery_issue
@AmazonHelp I wrote 4 reviews yesterday evening. All positive &amp; 1 has disappeared?,@127745 Just to confirm you didn't violate any of these guidelines correct? https://t.co/LbuQ2iujcV ^LS,general_support,0.4,refund_request
"@AmazonHelp Pre ordered a book and treated myself to another book, neither have even dispatched! The order is still at will dispatch on 22nd Oct.",@121893 When you placed the order what was the stated delivery date? You can quickly check from here: https://t.co/aaDyEz1VgE ^CH,order_issue,0.75,order_issue
@AmazonHelp Wurde wohl beim Zulieferer abgegeben aber mehr Auskunft gibt es nicht. Auch nicht welcher Dienst das man da mal nachfragen könnte.,"@128316 Gerne kannst du dich hier melden: https://t.co/ohyvGrpvrY Die Kollegen überprüfen, was da los ist. Gruß ^SI",general_support,0.4,delivery_issue
@117086 Preciso de uma máquina para o curso da minha filha!!! Mas após conversas fico sem resposta e o tempo de entrega é absurdo,"@122367 Olá Luisa, sinto muito o inconveniente, você tem entrado em contato com nosso SAC a respeito dessa situação? ^AZ",general_support,0.4,refund_request
@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",general_support,0.4,order_issue
@AmazonHelp Bought printer to print didn't get on time had to spend rs 1200 for printing 120 pages even after ordering printer !! Who will pay the loss,@122598 Truly sorry for the inconvenience. Kindly submit your details here:https://t.co/beaaDm0muc and we’ll contact you soon. ^GD,order_issue,0.65,delivery_issue
"@AmazonHelp I have 3 packages, 2 of which has shipped since Nov 12th, and 1 shipped since Nov 16","@125689 Thank you for the update! While we intend to have your order shipped and delivered by the original date, unforeseen events can result in carrier delays. Please let us know if your orders don't arrive by the new estimated delivery date given. ^GM",delivery_issue,0.65,refund_request
@AmazonHelp Please pick up from your hand . I get also damage product from your hand,"@120261 I understand your concern, Dharmesh. If you've replied to our email, our team will reach out to you soon. Please wait. ^HD",product_issue,0.65,order_issue
@117634 it would be amazing if I don't have to keep downloading books ive already purchased and downloaded on my kindle. Im ready to get a nook because after years Im over it. Now I can't read because Im out and there are no hotspots #annoying,"@132999 Hi, sorry to hear your having this issue. Did you download these books before? Could something have caused them to be deleted from your Kindle?^ES",order_issue,0.65,delivery_issue
. @AmazonHelp I purchased Kindle cover which was about to deliver yesterday. Till the morning same status was in https://t.co/sunmZYKKA1 it is showing delivery by Monday. Why the fuck u offer prime membership if u hv to do all this. Order no:- 408-6217882-7253940,"@130698 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^KK",order_issue,0.75,refund_request
"@AmazonHelp 24 hours come and gone, but no update yet again. Do I have to call to get one?",@131036 I am sorry to hear this. Please click on the following link to contact us: https://t.co/JzP7hlA23B.^GA,general_support,0.4,order_issue
"@AmazonHelp @115850 @115821 is it the service provided by supervisor in #Amazon one left chatt without giving solution. I am buyer of https://t.co/WUJPRciLDx n Amazon.in both, 1st time such rude behavior of Amazon,d worst prt he was supervisor.wht D benefits 4 high value cstmr https://t.co/Ge2RRgn84X","@133894 I'm sorry for the unpleasant experience, please share your details here https://t.co/GIJyeYqKE0, we would look into this. ^MD",order_issue,0.65,delivery_issue
"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge",@115842 Oh no! Please contact us via phone/chat here: https://t.co/JzP7hlA23B We're unable to view order details via Twitter. ^KL,delivery_issue,0.75,refund_request
